subject,model,eval_type,region,model_layer,model_layer_index,test_score,train_score,max_model_layer_index,selected_layer_fraction,score
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,l-objects,Conv2d-49,9,0.09162511676549911,0.09631247818470001,12,0.75,0.09162511676549911
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,laion-lateral,Conv2d-49,9,0.17977623641490936,0.19405902922153473,12,0.75,0.17977623641490936
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,laion-ventral,Conv2d-49,9,0.24163468182086945,0.2578832507133484,12,0.75,0.24163468182086945
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,mfs-words,BatchNorm2d-39,3,0.08393069356679916,0.10504207015037537,12,0.25,0.08393069356679916
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,otc,Conv2d-49,9,0.2239377349615097,0.24173776805400848,12,0.75,0.2239377349615097
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,otc-category,ReLU-38,11,0.16650569438934326,0.19371312856674194,12,0.9166666666666666,0.16650569438934326
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,otc-streams,Conv2d-49,9,0.2262740582227707,0.23830775916576385,12,0.75,0.2262740582227707
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,v-objects,ReLU-38,11,0.19343334436416626,0.24364742636680603,12,0.9166666666666666,0.19343334436416626
sub-01,ResNet50/JigSaw/P100_selfsupervised,wrsa,EBA,ReLU-38,11,0.3166835606098175,0.23769217729568481,12,0.9166666666666666,0.3166835606098175
sub-01,ResNet50/JigSaw/P100_selfsupervised,wrsa,FBA,ReLU-38,11,0.35281234979629517,0.31624138355255127,12,0.9166666666666666,0.35281234979629517
sub-01,ResNet50/JigSaw/P100_selfsupervised,wrsa,FFA-1,ReLU-38,11,0.17130473256111145,0.1737600862979889,12,0.9166666666666666,0.17130473256111145
sub-01,ResNet50/JigSaw/P100_selfsupervised,wrsa,FFA-2,AdaptiveAvgPool2d-1,0,0.2767353951931,0.2692781984806061,12,0.0,0.2767353951931
